activity_date,address,apartment_type,balcony,bathroom,building_series,building_type,ceiling_height,ceiling_type,commission,complexName,description,distance,district,elevators,emergency,entrances,estimated_price,extractedAt,garbage_chute,gas_supply,has_air_conditioner,has_bathtub,has_dishwasher,has_internet,has_kitchen_furniture,has_refrigerator,has_room_furniture,has_shower_cabin,has_tv,has_washing_machine,heating,image_urls,is_unpublished,kitchen_area,layout,living_area,living_conditions,metro_station,negotiable,neighborhood,offer_id,offer_url,parking,prepayment,price_change_value,price_value,renovation,rental_period,room_area,room_count,rooms_for_rent,rooms_in_apartment,security_deposit,sleeping_places,status,title,today_views,total_area,total_views,unique_views,unpublished_date,updated_time,utilities_payment,view,year_built,url,floor,total_floors,previous_price_value
2025-04-24 15:32:00,"ул. Шверника, 1К1",,1 лоджия,1 совмещенный,И-209А,Блочный,2.6,Железобетонные,0.0,,Сдается уютная квартира  в 7 минутах пешком от станции метро Академическая. Дом стоит вдалеке от дороги. В квартире имеется всё необходимое для комфортного проживания. Рассмотрим 1-2 человек . Без животных. БЕЗ КОМИССИИ.,6.06,ЮЗАО,2 пассажирских,Нет,1.0,,2025-06-11 03:23:19,Да,,True,True,False,True,True,True,True,False,True,True,Центральное,,True,10.0,,20.0,можно с детьми,Академическая,,р-н Академический,315943273,https://www.cian.ru/rent/flat/315943273/,Наземная,1.0,3000.0,60000,Косметический,от года,,1.0,,,63000.0,,non active,"1-комн. квартира, 35 м², 10/14 этаж",,35.0,,,2025-04-27 12:46:00,2025-04-24 15:32:00,включена (без счётчиков),Во двор,1967.0,,10.0,14.0,57000.0
2025-06-08 14:47:00,"Бережковская наб., 4",,1 балкон,1 совмещенный,,,2.9,Железобетонные,0.0,,"Сдает СОБСТВЕННИК   Внимание! Никаких прав представлять объект, в том числе использовать  фотографии, собственник никому не предоставлял. Будьте внимательны,  дубли этого объявления нелегетивны! Возможно предоставление регистрация. Субаренду не оформляю. Могу сдать организации для постоянных сотрудников.

Студия с редким панорамным видом на набережную. Дом Мосгосфилармонии, закрытый двор, охрана. 3 минуты до м Киевская, оптимальное местоположение

В доме прекрасная управляющая компания, обеспечивающая охрану, оперативное обслуживание по сантехническому, тепловому и электромонтажному оборудованию. Приличное окружение. Тихое место с благоустроенным большим зеленым двором
Долгосрочная аренда.
При необходимости полный комплект постельного белья и полотенец, посуда
Подойдет для одного человека или пары без детей. Парковочное место если нужно за шлагбаумом. 6 тыс руб в квартал

Цена 100000 тыс. рублей плюс коммуналка по счетчикам

Сейчас заменены мебель, холодильник и кондиционер.Диван с вариантами трансформации из двухместного в полноценное спальное место. Диван и кровать (размеры 200х160)фирмы Askona, матрас ортопедический.",1.24,ЗАО,1 пассажирский,Нет,6.0,76000.0,2025-06-11 03:48:38,Да,Центральное,True,True,False,True,True,True,True,False,True,True,Центральное,"https://images.cdn-cian.ru/images/36/757/451/kvartira-moskva-berezhkovskaya-naberezhnaya-1547576392-1.jpg,https://images.cdn-cian.ru/images/42/783/551/kvartira-moskva-berezhkovskaya-naberezhnaya-1553872431-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-berezhkovskaya-naberezhnaya-2516513873-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-berezhkovskaya-naberezhnaya-2516512285-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-berezhkovskaya-naberezhnaya-2516513879-1.jpg,https://images.cdn-cian.ru/images/42/783/551/kvartira-moskva-berezhkovskaya-naberezhnaya-1553872494-1.jpg,https://images.cdn-cian.ru/images/42/783/551/kvartira-moskva-berezhkovskaya-naberezhnaya-1553872481-1.jpg,https://images.cdn-cian.ru/images/73/276/451/kvartira-moskva-berezhkovskaya-naberezhnaya-1546723716-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-berezhkovskaya-naberezhnaya-2516513886-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-berezhkovskaya-naberezhnaya-2516513878-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-berezhkovskaya-naberezhnaya-2392405800-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-berezhkovskaya-naberezhnaya-2516513884-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-berezhkovskaya-naberezhnaya-2516513880-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-berezhkovskaya-naberezhnaya-2392354275-1.jpg,https://images.cdn-cian.ru/images/36/757/451/kvartira-moskva-berezhkovskaya-naberezhnaya-1547576395-1.jpg,https://images.cdn-cian.ru/images/36/757/451/kvartira-moskva-berezhkovskaya-naberezhnaya-1547576390-1.jpg,https://images.cdn-cian.ru/images/36/757/451/kvartira-moskva-berezhkovskaya-naberezhnaya-1547576393-1.jpg,https://images.cdn-cian.ru/images/36/757/451/kvartira-moskva-berezhkovskaya-naberezhnaya-1547576396-1.jpg,https://images.cdn-cian.ru/images/46/757/451/kvartira-moskva-berezhkovskaya-naberezhnaya-1547576405-1.jpg,https://images.cdn-cian.ru/images/55/948/451/kvartira-moskva-berezhkovskaya-naberezhnaya-1548495529-1.jpg,https://images.cdn-cian.ru/images/36/757/451/kvartira-moskva-berezhkovskaya-naberezhnaya-1547576399-1.jpg,https://images.cdn-cian.ru/images/36/757/451/kvartira-moskva-berezhkovskaya-naberezhnaya-1547576398-1.jpg,https://images.cdn-cian.ru/images/46/757/451/kvartira-moskva-berezhkovskaya-naberezhnaya-1547576406-1.jpg,https://images.cdn-cian.ru/images/46/757/451/kvartira-moskva-berezhkovskaya-naberezhnaya-1547576403-1.jpg",False,8.0,,19.0,можно с животными,Киевская,,р-н Дорогомилово,284440048,https://www.cian.ru/rent/flat/284440048/,Наземная,1.0,,100000,Евроремонт,от года,,,,,100000.0,,active,"Студия, 34 м², 9/9 этаж",1.0,34.0,1193.0,323.0,,2025-05-26 16:06:00,включена (без счётчиков),На улицу,1962.0,,9.0,9.0,
2025-04-26 13:35:00,"Большой Тишинский пер., 26к15-16",,,1 совмещенный,Индивидуальный проект,,,Железобетонные,50.0,,"Здравствуйте . Читаем внимательно. Квартира  сдаётся на неопределённый срок. Будет выставлена на продажу. Продаваться может от 3х месяцев, до 3х лет.  Такие дорогие квартиры  быстро не продаются. Так что как то так. Центр города. Сдаётся жилая,  светлая, уютная квартира, с современной мебелью и необходимой бытовой техникой. Комнаты изолированные. Спальня, маленькая комната свободного назначения ( стоит один диван). Кухня+гостиная. Большая гардеробная комната. Квартира без балкона.  Интеллигентные соседи. Шаговая доступность от метро. Дом со шлагбаумом. Всегда есть  место  для автомобиля. В доме есть  лифт. Великолепный собственник. Цена указана реальная. Залог всего 50%.  Рассмотрим приличных и платежеспособных клиентов 1-3 х человек.  Без маленьких детей.  Смотрите внимательно фото и локацию. Всё  соответствует. Пока видите здесь  это объявление, квартира свободна.  Ждём ваших звонков. Спасибо.",4.42,ЦАО,1 пассажирский,Нет,4.0,,2025-06-11 03:51:41,Да,Центральное,True,True,False,True,True,True,True,True,True,True,Центральное,,True,10.0,Смежная/Изолированная,48.0,можно с животными,Белорусская,,р-н Пресненский,269291918,https://www.cian.ru/rent/flat/269291918/,Наземная,1.0,,100000,Дизайнерский,несколько месяцев,,3.0,,,50000.0,,non active,"3-комн. квартира, 86 м², 3/7 этаж",1790.0,86.0,8031.0,2024.0,2025-05-05 16:57:00,2025-04-26 13:35:00,включена (без счётчиков),Во двор,1957.0,,3.0,7.0,
2025-05-15 10:07:00,"Ленинский просп., 43",,,1 совмещенный,Индивидуальный проект,Кирпичный,,Железобетонные,50.0,,"- Оперативный показ, ЗАСЕЛЕНИЕ В ДЕНЬ ПРОСМОТРА.   
- Собственник будет на просмотре и подписании договора.   
         
- Уважаемые наниматели, ВНИМАНИЕ! Каждое животное обговаривается в индивидуальном порядке!   
- Уважаемые наниматели, ВНИМАНИЕ! ДЕТИ дошкольного возраста обговариваются в индивидуальном порядке !   
         
Отличная квартира по отличной цене. Великолепный вид из окна. Холодильник, телевизор, встроенная кухня, Интернет, Wi-Fi. Рядом есть все магазины, аптеки, школа, детский сад. Метро в пешей доступности.   
  
         
Сдаём на длительный срок.   
При взаимной симпатии залог разбивается на два месяца!   
У собственника могут быть дополнительные пожелания к жильцам.",4.71,ЮЗАО,1 пассажирский,Нет,11.0,84000.0,2025-06-11 03:03:47,,Центральное,True,True,True,True,True,True,True,False,True,True,Центральное,,True,9.0,,,можно с детьми и животными,Ленинский проспект,,р-н Гагаринский,316949909,https://www.cian.ru/rent/flat/316949909/,Наземная,1.0,10000.0,89000,Евроремонт,от года,,2.0,,,89000.0,,non active,"2-комн. квартира, 48 м², 3/8 этаж",4.0,48.0,248.0,171.0,2025-05-23 00:15:00,2025-05-15 10:07:00,включена (без счётчиков),Во двор,1959.0,,3.0,8.0,79000.0
2025-06-08 10:03:00,"ул. 1905 года, 19",,1 лоджия,1 совмещенный,П-44Т,Панельный,2.8,Железобетонные,0.0,,"Сдается светлая, уютная квартира на длительный срок в двух минутах пешком от метро Улица 1905 года. Из окон открывается прекрасный вид на центр Москвы. Квартира оборудована всей необходимой современной техникой и мебелью. Есть большой шкаф, гардеробная, двухспальная кровать, кухонный гарнитур , холодильник, микроволновка, стиральная машина. Застекленная лоджия. Квартира тёплая. Подъезд чистый, приличные тихие соседи. Пешком можно дойти до Москва-Сити, набережной Москвы-реки. Рядом парки, продуктовые магазины, музыкальная школа, аптеки и т.д. Быстрый выезд на ТТК, Садовое кольцо. До центра города три станции на метро.",4.53,ЦАО,"1 пассажирский, 1 грузовой",Нет,3.0,65000.0,2025-06-11 02:37:51,Да,,False,True,False,False,False,True,True,False,False,True,Центральное,"https://images.cdn-cian.ru/images/kvartira-moskva-ulica-1905-goda-2505834655-1.jpg,https://images.cdn-cian.ru/images/2505843222-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-1905-goda-2505834649-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-1905-goda-2505833496-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-1905-goda-2505834650-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-1905-goda-2505833580-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-1905-goda-2505834657-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-1905-goda-2505834652-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-1905-goda-2505834656-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-1905-goda-2505833672-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-1905-goda-2505834662-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-1905-goda-2505834654-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-1905-goda-2505834653-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-1905-goda-2505834660-1.jpg",False,7.5,Изолированная,21.0,можно с детьми,Улица 1905 года,,р-н Пресненский,318146403,https://www.cian.ru/rent/flat/318146403/,Наземная,1.0,-15000.0,70000,Косметический,от года,,1.0,,,50000.0,,active,"1-комн. квартира, 40 м², 13/16 этаж",49.0,40.0,355.0,283.0,,2025-06-08 10:03:00,включена (без счётчиков),На улицу,2002.0,,13.0,16.0,85000.0
2025-04-14 21:40:00,"ул. Трехгорный Вал, 1",,1 балкон,1 совмещенный,II-18,,,Железобетонные,50.0,,"Сдаётся  однокомнатная квартира в центре Москвы, на улице Трёхгорный Вал, в 9 минутах пешком от метро ""Улица 1905 года"". Общая площадь квартиры составляет 31 кв. м, из которых жилая площадь — 19 кв. м, а кухня — 6 кв. м. Квартира расположена на 3 этаже 12-этажного дома, построенного в 1965 году.

В квартире есть один совмещённый санузел и балкон с видом на улицу. Ремонт отсутствует, поэтому у вас есть возможность обустроить пространство по своему вкусу и создать уютную атмосферу. Мусоропровод на этаже поэтому можно избавиться от бытовых отходов без лишних хлопот.

Дом находится в хорошем состоянии, регулярное обслуживание и наличие лифтов обеспечивают комфортное проживание. В шаговой доступности расположены школы, детские сады, клиники и магазины, поэтому вы всегда будете обеспечены всем необходимым.

Условия аренды обсуждаются индивидуально. Возможна сдача в аренду по договору.",3.46,ЦАО,2 пассажирских,Нет,1.0,56000.0,2025-06-11 03:17:48,Да,,False,False,False,False,False,False,False,False,False,False,Центральное,,True,9.8,,19.0,,Улица 1905 года,,р-н Пресненский,316269640,https://www.cian.ru/rent/flat/316269640/,,1.0,,49000,Без ремонта,от года,,1.0,,,49000.0,,non active,"1-комн. квартира, 31 м², 3/12 этаж",21.0,31.0,4168.0,2590.0,2025-05-12 21:26:00,2025-04-14 21:40:00,включена (без счётчиков),На улицу,1965.0,,3.0,12.0,
2025-06-08 10:35:00,"5-й Донской проезд, 21К13",,,1 совмещенный,Индивидуальный проект,Монолитный,,Железобетонные,100.0,,"Сдается однокомнатная квартира. Квартира чистая без запахов. Сдается пустая, как есть. . Комиссия 100, залог 25 т. СНГ нет!
-----
Примечание: у собственника могут быть дополнительные пожелания к жильцам - обсудите их в чате или по телефону",5.15,ЮАО,,Нет,2.0,,2025-06-11 02:32:40,,Центральное,False,True,False,False,False,False,False,False,False,False,Центральное,"https://images.cdn-cian.ru/images/kvartira-moskva-5y-donskoy-proezd-2511909706-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-5y-donskoy-proezd-2511908015-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-5y-donskoy-proezd-2511909618-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-5y-donskoy-proezd-2511930336-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-5y-donskoy-proezd-2511908575-1.jpg",False,6.0,,,можно с детьми и животными,Ленинский проспект,,р-н Донской,318350723,https://www.cian.ru/rent/flat/318350723/,Наземная,1.0,-4000.0,35000,Косметический,от года,,1.0,,,25000.0,,active,"1-комн. квартира, 35 м², 1/5 этаж",373.0,35.0,1862.0,1393.0,,2025-06-08 10:35:00,включена (счётчики включены),Во двор,1962.0,,1.0,5.0,39000.0
2025-04-21 13:55:00,"ул. Заморенова, 41",,1 балкон,1 совмещенный,,Панельный,,Железобетонные,70.0,,"944333  Предлагается в аренду уютная однокомнатная квартира в шаговой доступности от метро Улица 1905 года.

Вас ждет:

Новый дизайнерский ремонт: Квартира оформлена в приятных, спокойных тонах, создающих атмосферу гармонии и уюта.
Современный комфорт: В квартире есть все необходимое для комфортного проживания: современная мебель, бытовая техника и стильные детали интерьера.
Релакс и удобство: Большая душевая кабина позволит вам расслабиться и отдохнуть после напряженного дня.
Свежий воздух и уют: Застекленный балкон станет прекрасным местом для утреннего кофе или вечернего отдыха.
Преимущества расположения:

Метро Улица 1905 года в пешей доступности - быстрый доступ в любую точку Москвы.
Развитая инфраструктура района: магазины, кафе, рестораны, парки - все под рукой.
Эта квартира идеально подойдет для тех, кто ценит комфорт, стиль и удобное расположение.

Не упустите свой шанс! Запишитесь на просмотр прямо сейчас и убедитесь сами в преимуществах этой замечательной квартиры!",3.85,ЦАО,,Нет,4.0,,2025-06-11 03:11:11,,Центральное,True,False,False,True,True,True,True,True,True,True,Центральное,,True,5.0,,25.0,можно с животными,Улица 1905 года,,р-н Пресненский,316572587,https://www.cian.ru/rent/flat/316572587/,,1.0,,92000,Дизайнерский,от года,,1.0,,,92000.0,,non active,"1-комн. квартира, 35 м², 3/5 этаж",1.0,35.0,229.0,147.0,2025-05-24 10:07:00,2025-04-21 13:55:00,включена (счётчики включены),На улицу,1962.0,,3.0,5.0,
2025-04-30 14:01:00,"ул. Усачева, 25",,1 балкон,1 совмещенный,Индивидуальный проект,Блочный,2.7,Железобетонные,50.0,,"Предлагается однокомнатная квартира в 2-3 минутах ходьбы от метро ""Спортивная"". Жилая комната располагает вместительным шкафом, угловым диваном и кроватью. Кухня оснащена классическим гарнитуром и комплектом бытовой техники, включая духовую и микроволновую печи. Установлена стиральная машина. Имеется балкон с видом на тихий двор.

В пешем доступе расположены сетевые магазины, аптеки и поликлиники, в том числе детская, средние и высшие учебные заведения, отделения банков, салоны красоты, фитнес-клубы. Для прогулок - парки Новодевичьи пруды, Нескучный сад, Воробьевы горы. Удобный выезд на ТТК и Комсомольский проспект.

 - Страховой депозит можно оплатить 2-мя частями.
 - Квартиру представляет агент Capital Mars - Евгения.
 - ID объекта 137392.",1.8,ЦАО,1 пассажирский,Нет,2.0,65000.0,2025-06-11 03:28:41,,,False,True,False,True,True,False,True,False,False,True,Центральное,,True,10.0,,20.0,можно с детьми,Спортивная,,р-н Хамовники,315564173,https://www.cian.ru/rent/flat/315564173/,,1.0,2000.0,78000,,от года,,1.0,,,78000.0,,non active,"1-комн. квартира, 36 м², 8/12 этаж",2.0,36.0,398.0,231.0,2025-06-01 12:00:00,2025-04-30 14:01:00,включена (без счётчиков),Во двор,1969.0,,8.0,12.0,76000.0
2025-06-11 13:01:00,"Столярный пер., 18",,1 лоджия,1 раздельный,II-18,Блочный,,Железобетонные,50.0,,"Вашему вниманию!!!

Сдаётся чистая, уютная квартира в трёх минутах от метро!

Только на долгий срок. Есть вся необходимая техника.

По всем вопросам звоните 24/7.",4.18,ЦАО,1 пассажирский,Нет,1.0,81000.0,2025-06-11 02:53:54,,,False,True,False,True,True,True,True,False,False,True,Центральное,"https://images.cdn-cian.ru/images/kvartira-moskva-stolyarnyy-pereulok-2490361768-1.jpg,https://images.cdn-cian.ru/images/2490444455-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-stolyarnyy-pereulok-2490361765-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-stolyarnyy-pereulok-2490361766-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-stolyarnyy-pereulok-2490361779-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-stolyarnyy-pereulok-2490361773-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-stolyarnyy-pereulok-2490389241-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-stolyarnyy-pereulok-2490361770-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-stolyarnyy-pereulok-2490361769-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-stolyarnyy-pereulok-2490361778-1.jpg",False,8.0,Изолированная,27.0,можно с детьми,Улица 1905 года,,р-н Пресненский,317560389,https://www.cian.ru/rent/flat/317560389/,Наземная,1.0,,70000,Косметический,от года,,2.0,,,70000.0,,active,"2-комн. квартира, 42 м², 7/12 этаж",60.0,42.0,1598.0,1057.0,,2025-05-16 14:55:00,включена (без счётчиков),Во двор,1967.0,,7.0,12.0,
2025-04-18 08:14:00,"Брянская ул., 8",,1 лоджия,1 раздельный,Индивидуальный проект,Кирпичный,,Железобетонные,50.0,,"СДАЁТСЯ ВПЕРВЫЕ! Отличное предложение 1-комнатной квартиры в кирпичном, ведомственном  доме, в центре Москвы. В Квартире только что закончен РЕМОНТ, с использованием дорогих стройматериалов. В квартире кухонный гарнитур, встроенный со всей бытовой техникой. в комнате-шкаф. Собственник готов приобрести мебель под клиента (диван, либо кровать). Всё обсуждается. Арендаторы со своей мебелью - Приветствуются! Квартира очень светлая, уютная, с прекрасной аурой. Грамотная и функциональная планировка:  просторная кухня, большая комната с выходом на застекленную и утепленную лоджию на всю квартиру с панорамным видом на Москва Сити!  Кирпичный, добротный дом, знаменитой серии ""Башня Вулыха"", чистый подъезд, круглосуточный консьерж, огороженный и охраняемый двор, шлагбаум, всегда есть место для парковки, что редкость для ЦАО. Вся богатая инфраструктура в пешей доступности, магазины на любой вкус, фитнес центры, и т.д.  Есть всё для комфортного проживания. Очень  удобная локация! Как на общественном транспорте, так и на личном авто. Сдаётся на длительный срок. Звоните уважаемые коллеги и клиенты, достойный вариант, оперативный показ. ключи на руках. Длительный срок аренды!",1.95,ЗАО,"1 пассажирский, 1 грузовой",Нет,1.0,75000.0,2025-06-11 03:18:01,Да,,False,True,False,True,True,True,True,False,True,True,Центральное,,True,8.2,,18.0,можно с детьми,Киевская,,р-н Дорогомилово,316260339,https://www.cian.ru/rent/flat/316260339/,Наземная,1.0,,90000,Евроремонт,от года,,1.0,,,90000.0,,non active,"1-комн. квартира, 42 м², 5/14 этаж",,42.0,412.0,270.0,2025-05-22 12:51:00,2025-04-18 08:14:00,включена (без счётчиков),Во двор,1972.0,,5.0,14.0,
2025-06-12 22:07:00,"ул. Серпуховский Вал, 26",,,1 совмещенный,,Кирпичный,,Нет информации,50.0,,"Сдам уютную однокомнатную квартиру в пешей доступности от 2-х метро: м. Шаболовская и м. Тульская.
Имеется вся необходимая мебель и техника: холодильник, стиральная машина, микроволновая печь, шкаф для одежды, полуторная кровать, раскладной диван, стол со стульями, кухонный гарнитур. 
Рядом с домом все удовольствия и удобная инфраструктура: торговые центры с кафе и магазинами, рядом  с домом  парк , освещённая аллея для утренних или вечерних прогулок. 
Хороший собственник. Залог делим на 2 платежа. 

Звоните!",4.54,ЮАО,1 пассажирский,Нет,1.0,60000.0,2025-06-11 02:34:08,Да,Центральное,False,False,False,True,True,True,True,True,False,True,Центральное,"https://images.cdn-cian.ru/images/kvartira-moskva-ulica-serpuhovskiy-val-2510493275-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-serpuhovskiy-val-2510493279-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-serpuhovskiy-val-2510493283-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-serpuhovskiy-val-2510392473-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-serpuhovskiy-val-2510392481-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-serpuhovskiy-val-2510493203-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-serpuhovskiy-val-2510484288-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-serpuhovskiy-val-2510484289-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-serpuhovskiy-val-2510493282-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-serpuhovskiy-val-2510493281-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-serpuhovskiy-val-2510392465-1.jpg",False,7.0,,19.0,,Шаболовская,,р-н Даниловский,318297042,https://www.cian.ru/rent/flat/318297042/,Наземная,1.0,-1000.0,60000,Косметический,от года,,1.0,,,60000.0,,active,"1-комн. квартира, 30 м², 1/8 этаж",53.0,30.0,474.0,278.0,,2025-06-06 21:52:00,включена (без счётчиков),Во двор,1961.0,,1.0,8.0,61000.0
2025-06-05 19:52:00,"3-я Фрунзенская ул., 18",,1 балкон,1 раздельный,Индивидуальный проект,Кирпичный,3.0,Железобетонные,50.0,,"Сдаётся в аренду впервые уютная двухкомнатная квартира на 3-й Фрунзенской улице, 18, всего в 7 минутах пешком от метро ""Фрунзенская"". Общая площадь квартиры составляет 55,3 кв. м, жилая площадь — 32 кв. м, а площадь кухни — 9 кв. м. Квартира расположена на 4-м этаже 5-этажного кирпичного дома, построенного в 1957 году. Высота потолков достигает 3 метров, что добавляет пространства и света.

В квартире выполнен качественный евроремонт. Комнаты обставлены мебелью, что делает её полностью готовой для комфортного проживания. В вашем распоряжении кондиционер, холодильник, телевизор и стиральная машина, поэтому можете сразу заезжать без дополнительных хлопот. Санузел раздельный, с ванной. Окна выходят во двор, поэтому в квартире тихо и спокойно. Также есть балкон, что добавляет дополнительное пространство для отдыха на свежем воздухе.

Дом в хорошем состоянии, с наземной парковкой для вашего автомобиля. В доме проведён интернет, что позволяет оставаться на связи и работать удалённо.

Рядом с домом находятся школы, детские сады, клиники и магазины, поэтому все необходимые объекты инфраструктуры в шаговой доступности. Это делает квартиру особенно удобной для семей с детьми или работающих профессионалов. Отличная транспортная доступность позволяет быстро добраться до любой точки Москвы.
Рассмотрим: строго без животных, предпочтение семье с детьми школьного возраста

Договор аренды заключается напрямую. Квартира готова к заселению, без обременений. Приглашаем вас записаться на просмотр и лично убедиться в том, насколько это предложение соответствует вашим ожиданиям. Звоните и приезжайте на просмотр в удобное для вас время!",2.02,ЦАО,,Нет,3.0,,2025-06-11 02:29:56,Да,Центральное,True,True,False,True,False,True,True,False,True,True,Центральное,,True,9.0,Изолированная,32.0,можно с детьми,Фрунзенская,,р-н Хамовники,318433264,https://www.cian.ru/rent/flat/318433264/,Наземная,1.0,,100000,Евроремонт,от года,,2.0,,,100000.0,,non active,"2-комн. квартира, 55,3 м², 4/5 этаж",24.0,55.3,81.0,59.0,2025-06-07 12:20:00,2025-06-05 19:52:00,включена (без счётчиков),Во двор,1957.0,,,,
2025-03-26 16:45:00,"ул. Усачева, 25",,1 балкон,1 совмещенный,Индивидуальный проект,Блочный,2.64,Железобетонные,50.0,,"1-комнатная квартира в панельном доме после капитального ремонта. 
Ремонт евростандарт, на полу плитка, стены-обои, стеклопакеты, видовая на стадион Лужники, 1 с/у совмещ. (ванна).
Встроенная кухня, вся необходимая бытовая техника, мебель икея, 1 балкон (застеклен).
Хороший подъезд, 2 лифта, видеодомофон, дом не огорожен, парковка стихийная.",1.8,ЦАО,2 пассажирских,Нет,2.0,75000.0,2025-06-11 03:47:45,Да,,False,True,False,True,True,True,True,False,False,True,Центральное,,True,10.0,,19.0,,Спортивная,,р-н Хамовники,287756063,https://www.cian.ru/rent/flat/287756063/,Наземная,1.0,25000.0,75000,Евроремонт,от года,,1.0,,,75000.0,,non active,"1-комн. квартира, 33 м², 11/12 этаж",,33.0,,,2025-04-09 21:48:00,2025-03-26 16:45:00,включена (без счётчиков),Во двор,1969.0,,11.0,12.0,50000.0
2025-05-20 15:39:00,"Новодевичий проезд, 8",,1 балкон,1 совмещенный,,Панельный,,Железобетонные,50.0,,Михаил.Сдается большая 2-х комнатная квартира с ремонтом и новой мебелью.,1.17,ЦАО,,Нет,3.0,,2025-06-11 03:07:06,,Центральное,False,False,False,True,True,False,True,True,False,True,Центральное,,True,7.0,Изолированная,34.0,можно с детьми,Спортивная,,р-н Хамовники,316783788,https://www.cian.ru/rent/flat/316783788/,Наземная,1.0,-3000.0,80000,Евроремонт,от года,,2.0,,,8.0,,non active,"2-комн. квартира, 49 м², 4/5 этаж",,49.0,635.0,,2025-05-25 15:43:00,2025-05-20 15:39:00,включена (без счётчиков),Во двор,1961.0,,4.0,5.0,83000.0
